context	label
The dumplings which Sasha is gobbling down faster than I can reheat are extremely tasty, if I do say so.	0
The curtain which Fred tore in rolling up was the kind gift of my maternal Aunt Priscilla.	1
I want to peruse that contract before damaging it while filing it away.	1
Sasha is gobbling down dumplings faster than I can reheat the meatballs.	1
I want to peruse that contract before filing away the deed.	1
Fred tore the curtain in rolling up the wallpaper.	1
I think Anita may have poisoned the meatballs which Sasha is gobbling down dumplings faster than I can reheat.	0
The deed which I want to peruse that contract before filing away is probably a forgery.	0
The dumplings which Sasha is gobbling down faster than I can reheat the meatballs are extremely tasty, if I do say so.	1
I suspect that the contract which I want to peruse before filing away the deed may some loopholes.	1
The curtain which Fred tore in rolling the wallpaper up was the kind gift of my maternal Aunt Priscilla.	1
The dumplings which Sasha is gobbling down faster than I can reheat them are extremely tasty, if I do say so.	1
Reports which the government prescribes the height of the lettering on the covers of are invariably boring.	1
Reports the covers of which the government prescribes the height of the lettering on almost always put me to sleep.	1
Reports the lettering on the covers of which the government prescribes the height of are a shocking waste of public funds.	1
Reports the height of the lettering on the covers of which the government prescribes should be abolished.	1
Reports of which the government prescribes the height of the Lettering on the covers are invariably boring.	0
Reports on the covers of which the government prescribes the height of the lettering almost always put me to sleep.	0
Reports of the lettering on the covers of which the government prescribes the height are shocking waste of public funds.	0
He has books by several Greek authors.	1
Which Greek authors does he have books by?	1
By which Greek authors does he have books?	0
The boy who I watched Bill and was vain.	0
The boy Bill and who I watched was vain.	0
They will give me a hat which I know that I won't like.	1
They will give me a hat that I won't like which I know.	0
The boy whose guardian's employee we elected president betrayed us.	1
The boy whose guardian's we elected employer president betrayed us.	0
The boy whose we elected guardian's guardian's employer president betrayed us.	0
I'm going to ask Bill to make the old geezer take up these points later.	1
These points I'm going to ask Bill to make the old geezer take up later.	1
The boy's guardians' employer we elected president.	1
The boy's guardian's we elected employer president.	0
The boy's we elected guardian's employer president.	0
We elected president the boy's guardian's employer.	1
We elected employer president the boy's guardian's.	0
We elected guardian's employer president the boy.	0
Which boy's guardian's employer did we elect president?.	1
Which boy's guardian's did we elect employer president?	0
How have you picked up TNT carelessly?	0
How carelessly have you picked up TNT?	1
Sheila married that tall a man.	1
How tall a man did Sheila marry?	1
How tall did Sheila marry a man?	0
How did Sheila marry tall a man?	0
On which bed does Tom sleep?	1
The bed on which Tom slept was hard.	1
Which bed did Tom sleep on?	1
The bed which Tom slept on was hard.	1
My sister arrived at a time when no buses were running, and my brother arrived at a time when no buses were running too.	1
Jack disappeared in a mysterious manner and the Hudson disappeared in a mysterious manner too.	1
Jack disappeared in a mysterious manner and Marion disappeared in one too.	0
What time did you arrive at?	0
The manner which Jack disappeared in was creepy.	0
The place which I live at is the place where Route 150 crosses the Hudson River.	0
The only relatives who I'd like to do away with are my aunts.	1
That meeting I'd like to sit in on.	1
The only relatives with whom I'd like to do away are my aunts.	0
To whom is she trying to make up now?	0
On that meeting I'd like to sit in.	0
For whose rights do you expect me to speak up?	1
One plan which I got wind of was calculated to keep us in suspense.	1
Did you notice which difficulties she made.	1
Who are you trying to get hold of?	1
One plan of which I got wind was calculated to keep us in suspense.	0
Did you notice of which difficulties she made light?	0
Of whom are you trying to get hold?	0
The only offer of which I plan to take advantage will give me an eleven month paid vacation.	1
The scenes to which the censors took objection had to do with the mixed marriage of a woman and a giant panda.	1
Advantage will be taken of his offer.	1
His offer will be taken advantage of.	1
In this experiment, fourteen variables must be kept track of simultaneously.	1
Objection was taken to the length of our skirts.	1
A plan to negotiate an honorable end to the war in Vietnam was gotten wind of.	1
Light was made of her indiscretions.	0
Her indiscretions were made light of.	1
Hold has been gotten of some rare old manuscripts.	0
Some rare old manuscripts have been gotten hold of.	1
Use was made of Gauss's polynomial lemma.	1
Tabs were kept on all persons entering the station.	1
The persons on whom we kept tabs all proved to be innocent.	0
Faith was had in all kinds of people.	0
My friends Mike talked to about politics yesterday.	1
To my friends Mike talked about politics yesterday.	1
Mike talked to about politics yesterday my friends.	0
She made light, not too surprisingly, of the difficulties we might have at the border.	0
I gave to the officer in charge the blackjack. which I had found in the cookie jar.	1
I am confident of, and my boss depends on, a successful outing at the track.	1
The University's students are intelligent and faculty is committed to freedom.	0
The boy's uncle and aunt were kissing.	1
The boy whose uncle and Tom's aunt's grandmother were kissing was furious.	0
Who are you gawking at?	1
Which hat do you believe that she never wore?	1
The reporters expected that the principal would fire some teacher.	1
That the principal would fire some teacher was expected by the reporters.	1
The teacher who the reporters expected that the principal would fire is a crusty old jerk.	1
The teacher who that the principal would fire was expected by the reporters is a crusty old jerk.	0
The teacher who it was expected by the reporters that the principal would fire is a crusty old jerk.	1
The hat which that I brought seemed strange to the nurse was a fedora.	0
I disliked the boy's playing the piano loudly.	1
The boy whose loud playing of the piano I disliked was a student.	1
The piano which I disliked the boy's playing loudly was badly out of tune.	1
The boy's loud playing of the piano drove everyone crazy.	1
The boy's playing the piano loudly drove everyone crazy.	1
That piano, the boy's loud playing of which drove everyone crazy, was badly out of tune.	1
That piano, the boy's playing which loudly drove everyone crazy, was badly out of tune.	0
That piano, which the boy's playing loudly drove everyone crazy, was badly out of tune.	0
Did that he played the piano surprise you?	0
Would for him to have played the piano have surprised you?	0
Is whether he played the piano known?	0
Did his having played the piano surprise you?	1
Mike quipped that she never wore this hat.	1
Mike quipped she never wore this hat.	0
I dislike it for him to tickle myself.	0
I dislike his tickling myself.	0
For Anna to tickle him drives Frank crazy.	1
Anna's tickling him drove Frank crazy.	1
They are investigating all people owning parakeets.	1
The cages which we donated wire for the convicts to build with are strong.	0
What kind cf parakeets are they investigating all people owning?	0
It appears to be true that Harry likes girls.	1
This is the dog that chased the cat that caught the rat that ate the cheese.	1
Her efficient looking of the answer up pleased the boss.	0
Her efficient looking up of the answer pleased the boss.	1
She did away with her father.	1
She did with her father away.	0
It is not true that that Bob was lying was obvious.	1
A proof was given that the claim that John had lied had been made.	1
A proof that the claim had been made was given that John had lied.	0
That Sam didn't pick those packages up is possible which are to be mailed tomorrow.	0
That Sam didn't pick those packages which are to be mailed tomorrow up is possible.	0
It is possible that Sam didn't pick those packages which are to be mailed tomorrow up.	0
That Sam didn't pick those packages up which are to be mailed tomorrow is possible.	1
Which packages is it possible that Sam didn't pick up which are to be mailed tomorrow?	1
Sam didn't pick those packages up which are to be mailed tomorrow until it had stopped raining.	1
Sam picked those packages up which are to be mailed tomorrow rest might, but he didn't want to do so until it had stopped raining.	1
Sam didn't pick those packages up until it had stopped raining which are to be mailed tomorrow.	0
Which packages which are to be mailed tomorrow is it possible that Sam didn't pick up until it had stopped raining?	1
Which packages is it possible that Sam didn't pick up which are to be mailed tomorrow until it had stopped raining?	0
Which packages didn't Sam pick up which are to be mailed tomorrow until it had stopped raining?	0
A girl came in who had worn this coat.	1
The coat which a girl came in who had worn was torn.	0
That that for Herschel to throw a fit would confuse the guards was obvious is not true.	1
It is not true that that for Herschel to throw a fit would confuse the guards was obvious.	1
It is not true that it was obvious that for Herschel to throw a fit would confuse the guards.	1
That that it would confuse the guards for Herschel to throw a fit was obvious is not true.	1
It is not true that that it would confuse the guards for Herschel to throw a fit was obvious.	1
That it was obvious that it would confuse the guards for Herschel to throw a fit is not true.	1
It is not true that it was obvious that it would confuse the guards for Herschel to throw a fit.	1
A review of this article came out yesterday.	1
A review came out yesterday of this article.	1
A review seems to have come out yesterday of this article.	1
Why don't you pick some review up of this article?	1
Ann is going to send a picture of Chairman Mao to her teacher, as soon as she gets home.	1
Ann is going to send a picture to her teacher of Chairman Mao, as soon as she gets home.	1
Which picture is Ann going to send to her teacher of Chairman Mao as soon as she gets home?	0
Who is Ann going to send a picture to her teacher of, as soon as she gets home?	0
That a review came out yesterday of this article is catastrophic.	1
That a review came out yesterday is catastrophic of this article.	0
I'll give some to my good friend from Akron.	1
I'll give to my good friend from Akron some.	0
Around midnight I promised that he would be there.	1
I promised that he would be there tomorrow.	1
Tomorrow I promised chat he would be there.	1
I promised that tomorrow he would be there.	1
I promised that around midnight he would be there.	1
Beans I don't like.	1
Proud of him I've never been.	1
Beans I don't think you'll be able to convince me Harry has ever tasted in his life.	1
It was tomorrow that I promised that he would be there.	1
It is beans that I don't like.	1
Do you think that he sometimes went there alone?	1
I won't ask you to believe that he tried to force me to give her some money.	1
That he sometimes went there alone is certain.	1
Do you believe that somebody was looking for something?	1
I never met that man who somebody tried to kill.	1
I won't have any money.	1
I will ask you to believe that he tried to force me to give her any money.	0
Do you think that he ever went there alone?	1
That he ever went there alone is odd.	1
That he ever went there alone is certain.	0
I never met that man who anybody tried to kill.	0
Tom told somebody that he wasn't sick.	1
Buffy couldn't do 100 push ups and somebody laughed.	1
Tom told anybody that he wasn't sick.	0
Buffy couldn't do 100 push ups and anybody laughed.	0
I believe that the sun was out.	1
I believed that the sun was out.	1
I believed that the sun is out.	1
That the sun is out was obvious.	0
That I believed that the sun was out is obvious.	1
That I believed that the sun is out is obvious.	1
That Jack sometimes slept is impossible.	1
That Jack ever slept is impossible.	1
That Jack ever slept is possible.	0
I talked to Winston about Winston.	0
I talked to Winston about him.	0
That the sun was out was obvious.	1
John scratched his arm and Mary did too.	1
Mary scratched her arm too.	1
Mary scratched John's arm too.	1
John scratched his arm and the boy who knew Mary scratched her arm.	1
John scratched his arm and the boy who Mary knew did so too.	1
That the fuzz wanted him worried John but it didn't worry Mary.	1
That the fuzz wanted him worried John, but that the fuzz wanted John didn't worry Mary.	1
That the police wanted him worried Johns but it didn't worry the boy who Mary knew.	1
John is prouder of having gone than nobody expected me to believe he would be.	0
John is prouder of having gone than John didn't expect me to believe he would be.	0
John is prouder of having gone than John expected nobody to believe he would be.	0
John is prouder of having gone than John expected me not to believe he would be.	0
John is prouder of having gone than than John expected me to believe not all.	0
John is prouder of having gone than John expected me to believe that he wasn't.	0
John is prouder of having gone than people who don't know him would expect me to believe he would be.	1
John is prouder of having gone than Sally expected Joan to believe that the man who didn't shave would be.	1
John is prouder of having gone than I expected you to believe he would be of not having fallen asleep.	1
Tom knows it and Dick knows it and Harry knows it.	1
Tom washed the car, and Dick waxed the car.	1
Tom ordered bacon, and Dick ordered lettuce, and Harry ordered tomatoes.	1
Tom, Dick, and Harry know it.	1
Tom washed, and Dick waxed, and Harry polished the car.	1
Tom, Dick, and Harry ate, drank, and sang.	1
Tom ordered bacon, and Dick lettuce, and Harry tomatoes.	1
Tom ordered bacon, and Dick ordered lettuce, and I think that Harry ordered tomatoes.	1
Tom ordered bacon, and Dick lettuce, and I think that Harry tomatoes.	0
Joe is taller than Mary is.	1
Joe is taller than Mary.	1
Joe is taller than I think Mary is.	1
Joe is taller than I think Mary.	0
Mike will sing if you will sing.	1
Mike will sing if you will.	1
Jim will go if he feels good.	1
If Jim feels good, he will go.	1
I gave the book to Harvey because he asked me to.	1
It never occurred to Harvey that I might want to leave because he is insensitive to other people's desires.	1
It never occurred to Harvey because he is insensitive to other people's desires that, I might want to leave.	0
. I figured it out that she was lying.	1
I explained it to Bill that she was lying.	1
I took it for granted that she was lying.	1
I regret it exceedingly that she was lying.	1
He'll bring me a hot dog if he sees one.	1
He'll bring me one if he sees a hot dog.	0
If he sees a hot dog, he'll bring me one.	1
If he sees one; he'll bring me a hot dog.	1
Seven more soldiers came in after ten ones had left.	0
Seven more ones came in after ten soldiers had left.	0
After ten soldiers had left, seven more ones came in.	0
After ten ones had left, seven more soldiers came in.	0
Seven more soldiers came in after ten had left.	1
Seven more came in after ten soldiers had left.	0
After ten had left, seven more soldiers came in.	1
Harry believes that Sally is innocent, although no one else believes it.	1
Although no one else believes that Sally is innocent, Harry believes it.	1
Although no one else believes it, Harry believes that Sally is innocent.	1
Webster touched a sword after Henry had done it.	1
After Henry had touched a sword, Webster did it.	1
After Henry had done it, Webster touched a sword.	1
If so, I've lost $500.	1
If it, I've lost $500.	0
Harry thinks that Sally is innocent, although no one else thinks so.	1
Harry thinks so, although no one else thinks Sally is innocent.	0
Although no one else thinks that Sally is innocent, Harry thinks so.	1
Although no one else thinks so, Harry thinks that Sally is innocent.	1
Webster touched a sword after Henry had done so.	1
After Henry had touched a sword, Webster did so.	1
After Henry had done so, Webster touched a sword.	1
I'll work on it if I can work on it.	1
I'll work on it if no one else has worked on it.	1
I'll work on it if you do.	1
I'll work on it if no one else had.	1
I'll work on it if Same will be too.	1
I will if I can work on it.	0
If I can work on it, I will.	1
If I can, I will work on it.	1
The boy who Mary loves hates her.	1
The man who ordered a hot dog got one.	1
Tom says that it's going to rain but I don't believe it.	1
He said he would leave and now he's done it.	1
I think that Mort's a swell guy, and Lenny thinks so too.	1
Why can't the man who usually cuts the grass do so today?	1
Mickey and Roger have signed, and Whitey will tomorrow.	1
Ronald scoffs at the belief that he would run if nominated.	1
Romeo conceded that he and Juliet were going steady.	1
I lost a Japanese slide rule, and the fact that Peter now has one I regard with suspicion.	1
The earth is flat, but will all those who don't believe it please raise their hands?	1
Pilots who can fly barrel rolls say that for me to try to do it in a glider would be hazardous.	1
The passengers who had known that the train was not on fire said that those who had thought so had barricaded themselves in the bathrooms.	1
Playing with matches is; lots of fun, but doing, so and emptying gasoline from one can to another at the same time is a sport best reserved for arsons.	1
Swimming is fun, and I believe that people who can't should be taught to.	1
How brave he is!	1
How surprisingly well he dances!	1
Whether he left!	0
Why he knows the answer!	0
Which boy is tall!	0
How brave everybody must think you expect me to believe he is!	1
How brave they must believe the claim that you are!	0
How brave they must believe that you are!	1
How brave he is tall and!	0
How brave Mike is cowardly and Sam is!	0
How he is brave!	1
Bill left when everyone will believe that the police have forced me to confess that I shot Sandra.	1
Bill left when I am looking at a girl who vomited.	0
Bill left when I believe the bomb had just exploded.	1
Bill left when I believe the claim that the bomb had just exploded.	0
When I am awake and Susan is asleep, Bill will leave.	1
When I am awake at that time and Susan is asleep, Bill will leave.	0
Bill left when that no one else was awake is certain.	0
Bill left when it is certain that no one else was awake.	1
Here's a knife for you to cut up the onions with.	1
I brought a razor to shave himself with.	0
I brought a razor to shave myself with.	0
I brought a razor with which to shave myself.	1
I brought a razor with which to shave himself.	0
I brought John a razor to shave himself with.	1
I brought John a razor to shave myself with.	0
I brought John a razor with which to shave himself.	1
I brought John a razor with which to shave myself.	0
Here's a knife which for you to cut up the onions with.	0
Here's a plate for you to make Bob try to begin to force his sister to leave the cookies on.	1
Here's a knife for you to say was on the table.	0
Here's a pole for you to kiss the girl who tied the string around.	0
Here's a razor for you to chop up these nuts with this cleaver and.	0
Here's a razor for that you will be shaved with to be announced.	0
Here's a razor for it to be announced that you will be shaved with.	0
I loaned Maggie a Swiss Army knife whose to open the padlock with corkscrew.	0
Fluffy is sick, which few people realize.	1
Fluffy is sick, which I'm not sure you know Sarah expects me to believe Joan realizes.	1
Fluffy is sick, which I slapped a boy who wouldn't acknowledge.	0
Fluffy is sick, which I believe that few people realize.	1
Fluffy is sick, which I fell asleep and Tom suddenly realized.	0
Fluffy is sick, which that no one here realizes is certain.	0
Fluffy is sick, which it is certain that no one here realizes.	1
Fluffy is sick, which nobody knows.	1
Fluffy is sick, as nobody knows.	0
Fluffy is sick, as not everybody knows.	1
Fluffy is sick, as surprises me.	0
It was this hat that Tom said Al thought you wanted me to make Jack put on.	1
What Tom said Al thought you wanted me to make Jack put on was this hat.	1
This hat Tom said Al thought you wanted me to make Jack put on.	1
It is this hat that I know the boy who is wearing.	0
It is this hat that I believe that he was wearing.	1
What I know the boy who was wearing is this hat.	0
What I believe that he was wearing is this hat.	1
This hat I know the boy who was wearing.	0
This hat I believe that he was wearing.	1
What the gloves and were on the table was this hat.	0
This hat the gloves and were on the table.	0
It is this hat that that he was wearing is certain.	0
It is this hat that it is certain that he was wearing.	1
What that he was wearing is certain is this hat.	0
What it is certain that he was wearing is this hat.	1
This hat it is certain that he was wearing.	1
It was John's that I stole bike.	0
The one whose I stole bike was John's.	0
John's I stole bike.	0
Maxwell isn't the doctor that his father was.	1
Maxwell isn't half the doctor that his father was.	1
Maxwell is the man who won the Nobel Prize for astrology.	1
Maxwell isn't half the doctor.	0
Maxwell is quite the doctor.	1
Maxwell isn't much of a doctor.	1
Maxwell is more of a doctor than his son is.	1
Maxwell isn't half the doctor that was here.	0
Maxwell isn't half the doctor that polished off the vodka.	0
Half the doctor that Maxwell's father was sat down.	0
Maxwell isn't half the doctor that feared Marge would realize Tom had confessed that he knew Bill expected him to be.	1
Maxwell isn't half the doctor that I know an African chief who is.	0
Maxwell isn't half the doctor that people around here believe that his father was.	1
Maxwell isn't half the doctor that his sister is a psychologist and his father was.	0
Maxwell isn't half the doctor that that he would be if he studied is certain.	0
Maxwell isn't half the doctor that I'm certain that he would be if he studied.	1
He's the happiest that I've ever seen him.	1
The hardest that it ever snowed was last January 12th.	1
The hardest that I think I remember him ever telling me that he had heard of it snowing around here was last January 12th.	1
He's the happiest that we ever talked to the boy who had seen him.	0
He's the happiest that I believe that he's ever been.	1
The hardest that I ever knew a man who said that it had snowed was last January 12th.	0
The hardest that I believe that it ever snowed was last January 12th.	1
He's the happiest that I've ever seen him drunk and.	0
The hardest that all the power lines were down and it snowed was last January 12th.	0
He is the happiest that that he has ever been is believed.	0
He is the happiest that it is believed that he has ever been.	1
The hardest that that it has snowed here is believed was last January 12th.	0
The hardest that it is believed that it has ever snowed here was last January 12th.	1
A friend of mine and a girl who was from his home town met in Vienna who was working in Europe.	0
A friend of mine who was working in Europe and a girl met in Vienna who was from his home town.	0
It and that he loved another was painfully evident that she loved him.	0
That she loved him and it was painfully evident that he loved another.	0
Mary and an old friend who comes from Miami kissed.	1
Mary and kissed an old friend who comes from Miami.	0
I gave a picture of a covered bridge and a hundred hikers from Hoboken to my sister.	1
I gave a picture of a covered bridge and to my sister a hundred hikers from Hoboken.	0
Joan plays and sings folk songs a wonderful old guitar from Spain.	0
Sally might be pregnant, and I know a girl who definitely is pregnant.	1
Sally might be, and I know a girl who definitely is pregnant.	0
Sally might be pregnant, and I believe the claim that Sheila definitely is pregnant.	1
Sally might be pregnant, and I believe that Sheila definitely is pregnant.	1
Sally is tall, and may be, and Sheila is short, and definitely is, blond.	0
Hank plays the guitar and finds arrangements for all the old folk songs which are still sung in these hills, and Ernie writes down all the old folk songs which are still sung in these hills.	1
Hank plays the guitar and finds arrangements for, and Ernie writes down, all the old folk songs which are still sung in these hills.	0
They said that Tom would pay up and he will pay up.	1
They said that Tom was working, and he is working.	1
They said that Tom would pay up, and pay up he did.	1
They said that Tom would pay up, and pay up he will.	1
They said that Tom was working, and working he is.	1
They said Tom would pay up, and pay up I'm sure everybody will tell you that his lawyers expect me to believe he did.	1
They said nobody would pay up, but I know a boy who did pay up.	1
They said nobody would pay up, but pay up I know a boy who did.	0
They said that Tom would pay up, and pay up I believe that he did.	1
They said that Tom wouldn't pay up, but he did go to the bank, and he did pay up.	1
They said that Tom wouldn't pay up, but pay up he did go to the bank and he did.	1
They said that Tom would pay up, and pay up that he did is well-known.	0
They said that Tom would pay up, and pay up it is well-known that he did.	1
Although Dick is handsome, I'm still going marry Herman.	1
Handsome though Dick is, I'm still going to marry Herman.	1
Handsome though everyone expects me to try to force Bill to make Mom agree that Dick is, I'm still going to Marry Herman.	1
Handsome though I know several boys who are, I'm still going to marry Herman.	0
Handsome though I believe that Dick is, I'm still going to marry Herman.	1
Handsome though Dick is fair, Nordic, strong and, I'm still going to marry Herman.	0
Handsome though that Dick will be is likely, I'm still going to marry Herman.	0
The more contented we pretended to be, the more we grew angry at the doctors.	1
The more contented I laughed at the nurse who thought that we were becoming, the more angry we grew at the doctors.	0
The more contented the nurses began to believe that we were going to pretend to be, the more angry we grew at the doctors.	0
The more contented we pretended to be better fed and, the more angry we grew at the doctors.	0
The more contented for us to pretend to be became possible, the more angry we grew at the doctors.	0
I have some papers to grade.	1
I have some papers to announce that I've got to grade.	0
I have some papers to try to finish grading.	1
I have getting into college to consider.	1
I have some papers to grade these exams and.	0
I have some voice exercises to play the guitar and sing.	0
I have John's to grade paper.	0
Wilt is taller than I imagine anybody would ever guess that people had begun expecting Red to announce that he was.	1
The sofa was longer than the desk was.	1
The sofa was longer than the desk was long.	1
Willy is taller than I know a boy who is.	0
Wilt is taller than I believe that Bill is.	1
Willy is taller than Bill is strong and.	0
Dean drank more booze than Frank ate Wheaties and Sammy drank.	0
Willy is taller than that Bill is is generally believed.	0
Wilt is taller than it is generally believed that Bill is.	1
Willy is taller than Bill by 7 millimeters.	1
The raise which Scrooge generously gave Tom's father increased his yearly salary by five cents.	1
The hare outran the tortoise by so much that he forgot the latter was even in the race any more.	1
Who knew Mickey would overthrow home plate by that much?	1
Willy is taller than Bill by that much.	1
John is taller than Bill by that much.	1
Willy is taller than Bill by as much as Joe is taller than the Dan.	1
Willy is taller than Bill by more than Joe is taller than Dan.	1
Willy is taller than Bill by as much as everybody seems to expect me to admit to having publicly proclaimed that I believed.	1
Willy is taller than Bill by as much as I know a boy who thinks that Bill is taller than Dan.	0
Willy is taller than Bill by as much a Peter believes that Billy is taller than Dan.	1
Willy is taller than Bill by as much as I watch all the games and I know Billy is taller than Dan.	0
Willy is taller than Bill by as much as that Bill is taller than Dan is believed.	0
Willy is taller than Bill by as much as it is believed that Joe is taller than Dan.	1
The rock was too heavy for me to pick up.	1
This rock is too heavy for me to begin to decide about helping Bob to try to pick it up.	1
This rock is too heavy for me to begin to decide about helping Bob to try to pick up.	0
This rock is too heavy for us to try to claim that we picked up.	0
Sodium is a little too peppy for me to want to try mixing it and water in a teacup.	1
Sodium is a little too peppy for me to want to try mixing and water in a teacup.	0
That piece of ice is too big for for him to be able to pick up with a teaspoon to be likely.	0
That piece of ice is too big for it to be likely for him to be able to pick up with a teaspoon.	0
Bob is too thin for me to be able to squeeze into his jacket.	1
Bob is too thin for me to be able to squeeze into jacket.	0
This rock is light enough for Marcia to pick it up.	1
This rock is light enough for Marcia to pick up.	1
The socks are ready for you to put on.	1
The socks are ready for you to go about beginning to put them on.	1
The socks are ready for you to announce that you will put them on.	1
The socks are ready for you to announce that you will put on.	0
The socks are ready for you to try them and the shoes on.	1
The socks are ready for you to try and the shoes on.	0
John is ready for you to inspect his bunk.	1
John is ready for you to inspect bunk.	0
The socks are ready for it to be planned for you to put on.	0
It is tough to play sonatas on this violin.	1
Sonatas are difficult to play on this violin.	1
Sonatas are easy to play on this violin.	1
Sonatas are tough to play on this violin.	1
This violin is easy to play sonatas on.	1
This violin is tough to play sonatas on.	1
I made John easy to get along with.	1
I made it easy to get along with John.	1
John tries to be easy to get along with.	1
John tried Bill to play checkers.	0
John tried for Bill to play checkers.	0
Bill would be easy for for you to chat with in Moscow to become expensive.	0
Bill would be easy for it to become expensive for you to chat with in Moscow.	0
My father, he's Armenian, and my mother, she's Greek.	1
If my father, he comes home late, my mother always grills him.	0
It started to rain after Jackie and me, we had finally gotten to our seats.	0
I acknowledged that my father, he was tight as an owl.	0
I said that my father, he was tight as an owl.	1
That beans he likes is now obvious.	0
I'm going to write to the Game Warden if more than one deer my neighbor brings back.	0
I don't know the boy who the flowers Mary gave to.	0
I don't know the boy the flowers who Mary gave to.	0
That informers they never use is claimed by the CIA.	0
My father, I hardly ever see him and my mother when they're not glaring at each other.	1
This guitar, I've sung folk songs and accompanied myself on it all my life.	1
My father, that he's lived here all his life is well-known to the cops.	1
My wife, somebody stole her handbag last night.	1
They spoke to the janitor about that robbery yesterday, the cops.	1
The cops spoke to him about that robbery yesterday, the janitor.	1
The cops spoke to the janitor about it yesterday, that robbery.	1
That they spoke to the janitor about that robbery yesterday, the cops, is terrible.	1
That the cops spoke to the janitor about it yesterday, that robbery, is terrible.	1
That they spoke to the janitor about that robbery yesterday is terrible, the cops.	0
They let him go yesterday, he.	0
They let him go yesterday, him.	0
I like beer, I.	0
I like beer, me.	0
We'll go together, us.	0
They can't stand each other, they.	0
They can't stand each other, them.	0
We'll do it together, you and I.	1
We'll do it together, you and me.	1
They can't stand each other, he and she.	1
They can't stand each other, him and her.	1
He, they let him go yesterday.	0
Him, they let him go yesterday.	1
I, I like beer.	0
Me, I like beer.	1
We, we'll go together.	0
Us, we'll go together.	1
They, they can't stand each other.	0
Them, they can't stand each other.	1
I saw Mary and downtown yesterday your friend from Boston.	0
I saw Mary and him downtown yesterday, your friend from Boston.	1
I noticed car in the driveway last night your friend from Boston.	0
I noticed his car in the driveway last night, your friend from Boston.	1
I spoke to about the war yesterday that guy who's always following us.	0
I spoke to him about the war yesterday, that guy who's always following us.	1
I just saw that girl who Long John's claim that he was a Martian made all the headlines.	1
All the students who the papers which they submitted were lousy I'm not going to allow to register next term.	1
Didn't that guy who the Game Warden and him had seen a flying saucer crack up?	1
Palmer is a guy who for for him to stay in school would be stupid.	1
King Kong is a movie which you'll laugh yourself sick if you see it.	1
Enrico, who is the smartest of us all, got the answer in seven seconds.	1
Enrico, and he is the smartest of us all, got the answer in seven seconds.	1
Any student, who wears socks, is a swinger.	0
No student, who wears socks, is a swinger.	0
Every student, who wears socks, is a swinger.	0
Any student, and he wears socks, is a swinger.	0
No student, and he wears socks, is a swinger.	0
Is even Clarence, who is wearing mauve socks, a swinger?	1
Seven pine trees are behind that barn.	1
There are seven pine trees behind that barn.	1
That barn has seven pine trees behind it.	1
There will be a hole in Jack's pocket.	1
There will be the hole in Jack's pocket.	0
Jack will have a hole in his pocket.	1
That barn has seven pine trees behind itself.	0
That barn has seven pine trees behind the cow.	0
Jack's pocket will have a hole in it.	1
There is a hole in John's quilt's upper right-hand corner.	0
John's quilt's upper right-hand corner has a hole.	0
John's quilt has a hole in its upper right-hand corner.	1
John has a hole in his quilt's upper right-hand corner.	0
John has a hole in the upper right-hand corner of his quilt.	1
There are seven holes in the door and window.	1
The door has seven holes in it and the window.	0
There is a blemish on the end of Jerry's sister's nose.	1
Jerry has a blemish on the end of his sister's nose.	0
Jerry's sister has a blemish on the end of her nose.	1
There is a hole in the rug which Toby bought in Boston.	1
There was an error in the proof Johns presented.	1
There was a snake behind the car Fred was sitting in.	1
John had an error in the proof he presented.	1
John had an error in the proof Sarah presented.	0
Fred had a snake behind the car Joe was sitting in.	1
Fred had a snake behind the car he was sitting in.	1
There was a yellow collar on the dog which the car injured.	1
There was a snake behind the car the time bomb was sitting in.	1
The car had a yellow collar on the dog which it injured.	0
That stone has a hole in the tarpaulin which it is holding down.	0
The time bomb had a snake behind the car which it was sitting in.	0
There were several hundred people yelling for me to put down gently.	1
The hot potato which there were several hundred people yelling for me to put down gently turned out to have been filled with TNT.	1
The hot potato had several hundred people yelling for me to put it down gently.	0
Bartlett and Toni danced.	1
Bartlett danced with Toni.	1
Bartlett and danced Toni.	0
And Toni danced Bartlett.	0
It bothers me for her to wear that old fedora.	1
The only girl for whom it bothers me to wear that old fedora is Annabelle.	0
The only girl who it bothers me to wear that old fedora is Annabelle.	0
I would prefer it for there to be no talking.	1
He gave my binoculars to that girl.	1
He gave that girl my binoculars.	1
Which girl did he give my binoculars to?	1
Which girl did he give my binoculars?	0
My binoculars were given to that girl by him.	1
Bill confirmed that Roger has eaten the cake.	1
Bill alleged that Roger had eaten the cake.	1
Bill alleged that Roger has eaten the cake.	1
What did Bill confirm that Roger had eaten?	0
What did Bill allege that Roger had eaten?	1
Bill didn't confirm that Roger had eaten anything.	0
Waldo didn't report the possibility that anyone had left.	0
Waldo didn't report that anyone had left.	1
Anybody who ever swears at me better watch his step.	1
I want all the students who have ever tried to pat Fido to show me their scars.	1
Only the travelers who anybody has ever robbed don't carry machetes.	0
The only travelers who anybody has ever robbed don't carry machetes.	1
I can't remember the name of somebody who had any misgivings.	0
I can't remember the name of anybody who had any misgivings.	1
Everybody who has ever, worked in any office which contained any typewriter which had ever been used to type any letters which had to be signed by any administrator who ever worked in any department like mine will know what I mean.	1
No student who ever goes to Europe ever has enough money.	1
Every student who ever goes to Europe ever has enough money.	0
I didn't eat the ice cream and any cake.	0
